guess,exp_remaining,entropy,worst_case,partitions
torch,1262.1008325624423,4.6112264085407615,3405,150
daffs,1262.2389762565526,4.092140849564355,2674,92
hymns,1262.3933086648165,4.372791693137711,2815,119
aidoi,1262.4802651865557,4.221617992760192,2614,114
avale,1262.7352759790317,4.301358844950704,2730,117
tulip,1262.9608387295714,4.536470127699756,3391,148
johns,1262.9613012642615,4.280417788110711,2937,106
eques,1263.0527289546717,4.081976334163323,2723,76
kybos,1263.1111625038545,4.35776863412697,2901,129
ouija,1263.1714461917977,4.114927708333778,2647,107
clype,1263.2113783533764,4.4464520581303395,2998,141
ronin,1263.2392846130126,4.370844297863693,3142,123
kibla,1263.5035460992908,4.464193919251433,2950,141
cavil,1263.6805427073698,4.437244420937681,3135,144
cuish,1263.7079864323157,4.487211209299841,2729,141
noops,1264.3307123034228,4.450426165559362,3023,124
onium,1264.349830403947,4.330481451680568,2998,127
welkt,1264.4742522355843,4.369574048646381,3003,119
smurs,1264.5840271353684,4.4009216684439805,3051,120
unbed,1264.77289546716,4.383496344392289,3071,133
imbue,1264.7944804193648,4.279444559608705,2502,121
suses,1264.836108541474,4.162589956938198,2732,90
looks,1264.9497378970088,4.444626533390036,3067,132
phese,1265.086493987049,4.394040314972715,2539,129
swell,1265.0894233734198,4.229608832139411,2443,114
kaput,1265.176996608079,4.411178221612557,3162,130
jacks,1265.2201665124885,4.2301431857612775,2840,101
adown,1265.5112550107924,4.3020249250174745,2688,119
hertz,1265.8102065988282,4.335489327423587,3122,108
rojak,1265.9398704902867,4.19394169175832,2690,103
yeesh,1265.9400246685168,4.297192421119581,2605,116
sweep,1266.0712303422756,4.344336504933573,2857,122
skank,1266.187172371261,4.176698673365145,2658,104
proso,1266.2796793092816,4.394267549533598,2584,132
weeps,1266.6571076164046,4.403257746864908,2857,128
umiak,1266.6830095590503,4.284942254565382,2675,124
dumps,1266.7519272278755,4.4893347340331164,3069,132
using,1266.8509096515572,4.324098217245015,2577,114
cheka,1267.0743139068763,4.404064239086249,2362,139
cello,1267.3518347209374,4.310944402588053,2796,113
verra,1267.4616096207214,4.261314245319385,2641,119
summa,1267.6339808818996,4.240872000904838,2563,116
incur,1267.6837804502004,4.332515197104519,3125,122
smash,1267.6982732038236,4.337798122581541,2830,114
chime,1267.7143077397473,4.494484154765859,2863,142
basks,1267.7274128893,4.3625748438551,3041,112
lauch,1267.8347209374037,4.485198333576126,3238,142
fazed,1267.8925377736664,4.188643383273724,2713,112
fauld,1267.8993216157878,4.468891300729212,3221,133
plops,1268.3148319457293,4.34483723567446,2942,125
maggs,1268.5143385753931,4.226220843988233,2826,104
unked,1268.577705827937,4.332730427888843,3053,127
femur,1268.6441566450817,4.364962034697023,2994,126
anura,1268.7394387912427,4.366149779016193,3045,128
aduki,1268.776749922911,4.253038977447307,2466,115
azido,1268.7802960222016,4.201513979398246,2534,114
roupy,1268.841350601295,4.527951418544903,3350,140
tawny,1268.9646931853222,4.500880130782807,3259,147
seeds,1269.0747764415664,4.425128264176459,3051,116
duomi,1269.2533148319458,4.407210122352176,3071,127
stump,1269.3208448967007,4.387194076930305,3048,133
winks,1269.3566142460684,4.496331823337229,3091,132
dreck,1269.381899475794,4.4216523882540075,3104,119
hoons,1269.4708603145236,4.4803333797711105,3018,133
chute,1269.577397471477,4.544816650778457,2900,150
jalop,1269.599753314832,4.202379467296053,2879,109
quine,1269.6327474560592,4.21972230747631,2630,97
lauan,1269.8248535306814,4.474923092681774,3328,130
azans,1269.9204440333026,4.236687095434528,2838,102
wiped,1270.0237434474252,4.429352801324052,3148,126
knowe,1270.1830095590503,4.319394080398196,2752,123
sloop,1270.2425223558434,4.406421301860339,2942,132
shool,1270.3933086648165,4.384911717916922,2886,132
scoot,1270.5730804810362,4.4080874707278275,2970,135
eggar,1270.6335183472095,4.091346492398612,2312,109
smees,1271.035923527598,4.370934350362216,3028,119
teugh,1271.1739130434783,4.415019902725835,2913,129
skrik,1271.4426456984274,4.179160458252554,2770,101
foxie,1271.5050878815912,4.140426922783605,2446,112
eyrir,1271.5109466543324,4.246529681420652,2622,100
kidge,1271.5581251927229,4.408024665167312,3026,126
boots,1271.8171446191798,4.500726184179365,3093,142
fluor,1271.841042244835,4.386514404635437,3094,137
flosh,1271.9304656182546,4.353060605482241,2613,121
schav,1271.9323157570152,4.16473081424739,2616,94
naans,1271.9326241134752,4.295733929296547,2951,107
spods,1271.936170212766,4.382370647150198,3136,120
genre,1272.096053037311,4.571148595701852,3391,142
preop,1272.4798026518656,4.251521918796639,2718,114
gamut,1272.704131976565,4.469090845526233,3236,139
baldy,1273.0020043169905,4.545517939233338,3304,147
poach,1273.303885291397,4.484783784791648,2921,142
boche,1273.3384212149244,4.444575298400946,2787,129
allee,1273.5038544557508,4.351230975033128,2793,108
boult,1273.531606537157,4.570278265918252,3413,145
wirer,1273.695806352143,4.311814389546798,3111,113
gadge,1274.0390070921985,4.205563572210522,2654,111
chary,1274.0815602836878,4.516859515394781,3080,146
lisks,1274.208294788776,4.421775907282614,3192,126
phuts,1274.2374344742523,4.6267001863655555,3214,156
orlon,1274.4690101757633,4.275619433141065,3039,114
nanas,1274.5627505396237,4.298785994466716,2951,110
thrip,1274.5832562442183,4.493664044813332,3366,135
thorp,1274.7579401788466,4.479810487743956,3265,132
titan,1274.8968547641073,4.442961050737202,3053,128
mungs,1274.9207523897626,4.535429368134365,3096,138
quake,1274.9574468085107,4.086172765575977,2315,88
fluey,1275.3052728954672,4.416527147810081,3034,137
clank,1275.6477027443725,4.454958093588769,3201,134
karat,1275.7960222016652,4.503391266783774,3395,140
schul,1275.8613937711996,4.341130756948554,2926,119
nulls,1275.9525131051496,4.340145589343292,2982,105
pungs,1276.0596669750232,4.547145593502097,3130,134
aping,1276.2799876657416,4.404839698477402,2910,130
reiki,1276.2846130126427,4.254822823862987,2963,108
aghas,1276.345050878816,4.234973636392505,2832,111
octet,1276.5445575084798,4.22817068764989,2803,112
ardri,1276.6427690410114,4.320177176409017,2775,124
hills,1276.6666666666667,4.389990904095498,2986,116
salal,1276.8609312365095,4.339460419810201,2934,116
gursh,1276.873419673142,4.456708142771756,2642,141
theow,1276.95436324391,4.360857512632252,2656,127
gamic,1277.0240518038852,4.390829748693799,3147,118
tulle,1277.2028985507247,4.39706968190756,2949,118
badly,1277.3134443416589,4.5327842311306945,3304,153
viand,1277.4555966697503,4.461906553706741,3116,141
glove,1277.4972247918595,4.352295417731576,2805,127
armor,1277.5237434474252,4.343820665123484,2698,121
gryke,1277.7107616404564,4.354670950946806,3012,120
pawas,1277.7186247301881,4.409984398426083,3055,128
acing,1277.9221399938328,4.396938460121983,2954,128
emong,1278.0104841196423,4.337922716373101,2693,123
musos,1278.0252852297256,4.44272384641279,3169,132
apage,1278.0376194881283,4.304032783630257,2598,118
kraft,1278.2960222016652,4.385263357370776,3068,132
chuts,1278.3842121492446,4.6089380435309435,3150,166
graft,1278.4448041936478,4.424741079176619,3096,135
shlub,1278.572772124576,4.371185651586559,2977,128
farcy,1278.7656490903485,4.44403059169187,3233,139
fango,1278.944650015418,4.332188166936005,2841,125
dormy,1279.1288930003084,4.592625256005698,3443,141
magic,1279.2058279370954,4.380700674698906,3147,121
kofta,1279.3416589577553,4.325007863803948,2601,115
spool,1279.4025593586186,4.382724038799315,2942,132
keeno,1279.4465001541782,4.326603619133803,2989,115
unlid,1279.8085106382978,4.465424119912383,3367,136
zendo,1280.1248843663275,4.280371297869751,2905,121
dawds,1280.3100524205981,4.206258899185403,2753,117
stuns,1280.427073697194,4.435256019005479,3197,120
agape,1280.4518963922294,4.265844307176919,2598,112
virga,1280.7073697193957,4.382984020587647,2941,133
whids,1281.1780758556893,4.393519816129428,2934,131
rubin,1281.5689176688252,4.470510700412837,3273,143
rudds,1281.6164045636756,4.2871476918460765,2763,121
lethe,1282.1145544249152,4.449021813876881,3301,123
chirl,1282.9759481961148,4.4526742179902,3150,129
culti,1283.04563675609,4.526075574438898,3379,144
showd,1283.2432932469935,4.379213597083719,2898,131
currs,1283.4034844279988,4.420302843049388,2948,128
hocks,1283.8337958680233,4.501883983272351,3130,140
ceili,1284.022818378045,4.321738030169942,3008,120
schmo,1284.0237434474252,4.318361495501674,2899,121
numbs,1284.0484119642306,4.414993203764773,3033,125
zibet,1284.0681467776749,4.277323366927862,3057,121
topaz,1284.2004316990442,4.260383516269112,2759,111
gleet,1284.277058279371,4.449572917003991,3315,139
visie,1284.735892691952,4.175631680247527,2350,111
genie,1284.8529139685477,4.537296744655353,3340,136
wakfs,1284.9851988899168,4.267696050674835,2918,126
pipet,1285.0918902251003,4.303560745279879,3075,113
bunce,1285.1557200123343,4.47162982152379,2923,129
mezes,1285.1719087264878,4.293207401321999,2898,115
chant,1285.3120567375886,4.553689281962255,3226,152
wasms,1285.5078630897317,4.310059622323003,3045,119
thugs,1285.5481036077706,4.4962223688546725,3124,147
hyleg,1285.6447733580019,4.3285257780075845,3074,119
coved,1285.658649398705,4.400994990343863,3141,128
mizen,1285.8018809744065,4.319575230919497,3050,122
matzo,1285.809127351218,4.21695221016317,2795,119
crudo,1285.9159728646316,4.507262214158884,3292,143
thyme,1286.3237742830713,4.360711296001367,2961,133
moved,1286.335954363244,4.38385352980491,3133,127
dizen,1286.6264261486278,4.40174355127993,3192,126
bravi,1286.6275053962381,4.280673692648912,2901,115
sumis,1286.63660191181,4.4660563588501105,3236,132
wadds,1286.7027443724946,4.187757169354815,2753,116
caulk,1286.8068146777675,4.490289479097047,3311,140
ender,1286.8703361085416,4.43578539715068,3294,135
alarm,1287.0471785383904,4.377286161009463,3174,128
educt,1287.18146777675,4.304957646300613,2718,124
phyle,1287.3903792784458,4.409953298372064,3016,131
elmen,1287.6464693185321,4.351317027530275,3225,115
boyfs,1287.6540240518038,4.319663502230317,2938,126
pharm,1288.082022818378,4.414599170941783,3153,133
peeoy,1288.2386679000924,4.341291293534335,3066,118
karri,1288.3008017267962,4.304451187595636,3038,120
keema,1288.3094357076782,4.275821340056074,2650,109
logic,1288.331483194573,4.404614460437906,3329,128
gecko,1288.4081097748997,4.2495913705828725,2737,103
botts,1288.4381745297565,4.402791556217323,3093,119
lowry,1288.5918902251003,4.395680083783037,3175,129
vowel,1288.6592661116251,4.274397747021453,2992,118
glume,1288.7086031452359,4.462587890636188,2909,145
green,1288.731884057971,4.51589305525935,3391,143
flued,1288.854301572618,4.44466128766655,3197,142
vardy,1289.0197348134443,4.4088989686714495,3236,132
rorid,1289.0854147394389,4.4375610351445935,3322,122
squab,1289.2576318223867,4.060196826595895,2589,82
aways,1289.3885291396855,4.190461222546703,2729,112
hists,1289.3979340117176,4.496775042111066,3240,128
punks,1289.5925069380203,4.533882196400423,3214,131
ingot,1289.6099290780141,4.3941464587334655,3183,133
dunsh,1289.7473018809744,4.441484256437579,2693,132
sings,1289.7747456059205,4.465727522234845,3239,125
unlaw,1289.8512180080172,4.247220643582275,2970,109
betel,1289.9381745297565,4.462841385369253,3354,129
fiver,1290.4807277212458,4.301100568671997,3089,130
blurt,1290.5292938637065,4.448723119665961,3203,140
arear,1290.704748689485,4.254812788322617,2704,111
hoots,1290.7898550724638,4.528609743809082,3153,143
issei,1290.9784150477954,3.934961959886887,2323,89
quart,1291.0024668516805,4.248540063652235,3022,104
milty,1291.0203515263645,4.546451267824041,3473,144
ethic,1291.0781683626271,4.25857809612429,2578,109
wagon,1291.146006783842,4.35616088377779,2968,137
kiang,1291.2251002158496,4.431681591836331,3131,128
mudir,1291.2432932469935,4.509425465490871,3343,143
snibs,1291.517576318224,4.346192608201467,3168,106
curve,1291.6208757323466,4.403144332821401,3078,128
spurs,1291.6378353376504,4.399475322605096,3119,124
barky,1292.0252852297256,4.500360065874713,3295,151
mitis,1292.0744680851064,4.4087773835008734,3111,124
haafs,1292.127197039778,4.317207696660031,3006,114
theta,1292.395467160037,4.316249251532385,2321,124
agria,1292.4350909651557,4.346481704813843,3063,130
hizen,1292.618254702436,4.25623537650999,3025,112
kecks,1292.7147702744373,4.116731506776001,2590,90
zonks,1292.8199198273203,4.323512122636124,3064,122
sculk,1293.1706753006476,4.394261256114699,3016,130
signs,1293.1753006475485,4.4614832502619945,3239,120
craic,1293.1877890841813,4.25063379758923,2941,113
ether,1293.3111316682084,4.288134153867665,3241,115
foamy,1293.345821769966,4.325055516639292,2825,121
spoot,1293.4559050262103,4.416313492965529,3076,139
ledgy,1293.7571692876966,4.455790139610846,3182,134
tokos,1293.8290163428924,4.424375306270688,3184,125
smaak,1293.9111933395004,4.327220199923756,2983,117
ethyl,1293.9210607462226,4.175358245879665,2580,105
gaita,1294.031914893617,4.4442527275574415,3323,127
cozey,1294.0516497070614,4.256276396950057,2901,117
monic,1294.2796793092816,4.495370286201431,3416,140
alamo,1294.6130126426149,4.326654343693523,2966,120
yexes,1294.6389145852606,4.154647131729016,2629,110
mitts,1294.7172371261179,4.425709240839178,3111,119
gourd,1294.9293863706444,4.55691188256269,3440,144
fumet,1294.9463459759481,4.387555810886242,3096,122
targa,1295.4600678384213,4.49062814444434,3418,135
lamia,1295.5835646006783,4.466958002622,3294,138
obols,1295.86386062288,4.3055406792251105,2987,114
teeny,1295.876811594203,4.483146213426158,3221,135
deice,1296.1660499537466,4.502233169575322,3438,122
petto,1296.1850138760408,4.28420456367554,2824,122
twerk,1296.2789084181313,4.3071087355174305,2948,126
wasps,1296.4822695035461,4.314066339829877,3055,120
avize,1296.5474868948504,4.0842232570155135,2258,112
slows,1296.600370027752,4.334967679149266,3161,110
quids,1296.6965772432932,4.190512649827212,2944,101
myths,1296.8176071538699,4.370827821576031,2955,131
snowk,1297.1338267036695,4.3332251726808355,2971,126
grapy,1297.1503237742832,4.487892858982019,3166,141
hudna,1297.2625655257477,4.43221097661431,2981,130
ymolt,1297.4432624113474,4.397305647210146,3368,118
chave,1297.5154178230034,4.310358007433072,2486,130
husos,1297.5925069380203,4.381693349905264,3153,123
girth,1297.6709836571076,4.503145251385925,3462,138
shits,1297.6756090040087,4.536164902142781,3240,141
adunc,1297.6970397779833,4.322651232824126,2990,116
froze,1297.7386679000924,4.212774755665487,2892,114
faxed,1297.8103607770583,4.138881045996009,2762,110
eying,1297.8647856922603,4.345059945877724,2684,122
galvo,1297.8675609004008,4.291520864397735,2900,129
macho,1298.1555658341042,4.372759105496165,2954,140
hijra,1298.1574159728646,4.192211902681822,2814,110
tohos,1298.2517730496454,4.459923517878807,3153,135
bajri,1298.300339192106,4.187452037766248,2944,120
forty,1298.4343200740057,4.511676203257194,3436,147
wrier,1298.4390995991366,4.285826502913667,3111,114
brush,1298.4551341350602,4.391264644253223,2628,142
shtum,1298.4693185322233,4.433511503793466,3129,136
hello,1298.4973789700894,4.224780791218931,2768,110
matai,1298.6071538698736,4.417701422586659,3264,125
reggo,1298.6626580326858,4.132616550837979,2821,113
azoic,1298.7332716620413,4.109035655838173,2568,104
erect,1299.4218316373729,4.398990853778774,3151,136
dench,1299.4363243909959,4.424473233540031,3188,123
kotos,1299.5340733888374,4.416019392625702,3184,126
oidia,1299.8694110391614,4.1928672429346525,2591,114
uplay,1299.9465001541782,4.438588569816353,3068,133
glout,1299.9978415047794,4.467160762110824,3365,139
bhuts,1300.076472402097,4.5212996027326104,3167,153
sijos,1300.1436941103916,4.1544348911849065,2988,102
ejido,1300.4292321924145,4.0985815450913305,2452,98
obang,1300.4802651865557,4.257973295831434,2815,111
briny,1300.5516497070614,4.470437401677018,3380,129
